time,P_osc_0,P_osc_1,P_osc_2,P_osc_3,P_osc_4,P_osc_5,P_osc_6,P_osc_7,P_high_ge2
7.031329594513222,0.9407363383412362,0.05771626808383486,0.0015185363367577515,2.8460007368804807e-05,3.928218934267607e-07,4.3680439217983265e-09,4.053692847549722e-11,3.284507505721618e-13,0.0015473935749292843
7.088033865436715,0.9400091592817832,0.058404339145767085,0.0015566039647928996,2.9480604631444988e-05,4.123245372817783e-07,4.634580046553023e-09,4.3549731617219026e-11,3.586905970050188e-13,0.001586501572450095
7.14473813636021,0.9392841652294228,0.05908971037354515,0.00159516473198126,3.052218331417457e-05,4.3252128119454637e-07,4.913310471002721e-09,4.675488201528267e-11,3.9020804734420194e-13,0.0016261243970321902
7.201442407283704,0.9385615485089873,0.05977219267346152,0.0016342155619959923,3.158457733189804e-05,4.534230749467167e-07,5.204558213293392e-09,5.016781393945379e-11,4.224313092341567e-13,0.0016662588175512954
7.258146678207197,0.937841501804132,0.06045159670820377,0.0016737532794509516,3.266760372510953e-05,4.7504161319650886e-07,5.508630820107238e-09,5.3788248487250674e-11,4.560273547688096e-13,0.0017069014876643534
7.31485094913069,0.9371242178946932,0.06112773320904415,0.0017137745716055016,3.377105291031057e-05,4.973878230438724e-07,5.82581347070041e-09,5.7619036721739076e-11,4.915056400638541e-13,0.0017480488962628691
7.3715552200541845,0.936409889590768,0.06180041303155978,0.001754275997983345,3.489468913914472e-05,5.204719940823091e-07,6.156363371958343e-09,6.166327949052607e-11,5.294246107832075e-13,0.001789697377672648
7.428259490977679,0.9356987096534924,0.06246944722485751,0.0017952540000143197,3.603825079209563e-05,5.443038528622355e-07,6.5004982053636826e-09,6.592213370417498e-11,5.705849960163923e-13,0.0018318431216502015
7.484963761901172,0.9349908708132881,0.0631346470370095,0.0018367048770294692,3.720145074306205e-05,5.688925010951864e-07,6.8584147178852404e-09,7.039830142682806e-11,6.157126941070344e-13,0.0018744821497023582
7.541668032824665,0.934286566161079,0.06379582362477262,0.001878624679145463,3.838398216057113e-05,5.942466427635893e-07,7.2304265628463295e-09,7.510893407986282e-11,6.6405751401834e-13,0.0019176102141483518
7.598372303748159,0.933585988357044,0.06445278867953486,0.0019210093800349562,3.9585511476296756e-05,6.203743303561181e-07,7.616799143967555e-09,8.006509540287861e-11,7.153663560762116e-13,0.001961222963421215
7.655076574671654,0.9328893297212231,0.06510535437832587,0.001963854834264695,4.080567942973087e-05,6.47282920285146e-07,8.017790460980607e-09,8.527679041747843e-11,7.693729105767206e-13,0.0020053159004513356
7.711780845595147,0.9321967821859307,0.06575333343958317,0.002007156769115984,4.204410110225601e-05,6.74979022258833e-07,8.433666335132232e-09,9.07535638148838e-11,8.256837884340983e-13,0.0020498843744860807
7.76848511651864,0.9315085372786904,0.06639653914460739,0.002050910779011871,4.33003669693677e-05,7.034686644698371e-07,8.864670115540367e-09,9.6502635957886e-11,8.841859090685822e-13,0.002094923576702646
7.825189387442134,0.9308247861976893,0.06703478526957996,0.002095112313448909,4.457404708487143e-05,7.327577879980349e-07,9.310935145387755e-09,1.0252843920098133e-10,9.457806048313446e-13,0.0021404285327311433
7.8818936583656285,0.9301457193976675,0.06766788646706803,0.0021397567162882354,4.586468528550534e-05,7.628512350575444e-07,9.772606826257791e-09,1.0883833057678626e-10,1.0108179491453342e-12,0.0021863941352647733
7.938597929289122,0.9294715265990542,0.06829565826423868,0.002184839216710109,4.717180070816507e-05,7.93752974021755e-07,1.0249794490863203e-08,1.1544092114554693e-10,1.079576112024389e-12,0.002232815136707284
